i;Weights;BCW;CCW
303;738.0;0.07817663817663817;0.3541759223967933
304;403.0;0.10404558404558405;0.28940474368955266
305;440.0;0.10028490028490028;0.3049404759703271
306;681.0;0.08011396011396012;0.35144440876123745
307;822.0;0.0668945868945869;0.3932719124430754
308;1415.0;0.0898005698005698;0.32229674023957494
309;1136.0;0.08056980056980058;0.3466353333036554
310;1511.0;0.08478632478632478;0.33548424102683577
311;1468.0;0.08091168091168092;0.34536473868079326
312;1054.0;0.07019943019943019;0.09995952261172701
313;683.0;0.08227920227920228;0.09685991628470575
314;667.0;0.0708831908831909;0.37579834494286957
315;933.0;0.12307692307692307;0.12467883833981584
316;1364.0;0.07076923076923076;0.3801960439108749
317;620.0;0.07384615384615385;0.36735059308670576
318;1173.0;0.08809116809116808;0.22628812701718973
319;1149.0;0.07133903133903134;0.3775943311048621
320;1592.0;0.09948717948717949;0.014815520456514712
321;1238.0;0.08923076923076924;0.011517411793093608
322;961.0;0.08569800569800572;0.3321316124805833
323;1477.0;0.07749287749287749;0.36121647238859955
324;1466.0;0.08467236467236466;0.3449262343166622
325;1672.0;0.08296296296296297;0.15188241041142608
326;643.0;0.08615384615384615;0.1507329256958583
327;1030.0;0.07111111111111111;0.3776599485936893
328;853.0;0.089002849002849;0.027776198287381454
329;849.0;0.07977207977207978;0.3547104462125712
330;1224.0;0.0798860398860399;0.3576118573398381
331;813.0;0.08683760683760683;0.1580820376904203
332;1223.0;0.1361823361823362;0.23752898524509145
333;1262.0;0.0978917378917379;0.09199255792938192
334;1384.0;0.10393162393162393;0.28973571525451713
335;909.0;0.08205128205128205;0.3461446305640686
336;1241.0;0.08398860398860399;0.33786442408711953
337;1359.0;0.09116809116809117;0.138110670388423
338;805.0;0.07156695156695157;0.37739589809787194
339;685.0;0.07544159544159544;0.36694757372611647
340;684.0;0.07327635327635326;0.1471415121216507
341;995.0;0.07361823361823362;0.3742270183596944
342;1721.0;0.08113960113960114;0.34635564407755415
343;1055.0;0.08307692307692308;0.14195985368965663
344;1559.0;0.06985754985754987;0.3795208660504449
345;1622.0;0.0727065527065527;0.1576639482431132
346;1000.0;0.06792022792022791;0.3856816275825806
347;1353.0;0.10347578347578347;0.2923321348829851
348;930.0;0.08695156695156694;0.09577449541299667
349;1043.0;0.07703703703703704;0.09847731945151625
350;495.0;0.07806267806267807;0.3544406739550202
351;671.0;0.0833048433048433;0.34108984342858945
352;1937.0;0.0907122507122507;0.32157443161381044
353;720.0;0.07270655270655271;0.3712892252646167
354;2042.0;0.07054131054131053;0.3766658480414331
355;1273.0;0.07715099715099717;0.3555795174974025
356;570.0;0.08056980056980058;0.3493477582438355
357;1813.0;0.06860398860398861;0.07157122791539727
358;1452.0;0.07715099715099717;0.3617774394532184
359;800.0;0.06985754985754987;0.3817688795403745
360;1141.0;0.09276353276353276;0.31712390288576836
361;1116.0;0.11156695156695157;0.2827545391089347
362;1369.0;0.07954415954415957;0.08444239986483064
363;1364.0;0.08125356125356126;0.3525676973268975
364;924.0;0.07692307692307691;0.3641391822491419
365;1116.0;0.1029059829059829;0.2980310462659351
366;681.0;0.08797720797720798;0.3281901023558798
367;1737.0;0.07065527065527066;0.38222624083203666
368;1131.0;0.074985754985755;0.3629915210174509
369;1364.0;0.14472934472934473;0.2290013276935447
370;1444.0;0.07612535612535612;0.022780712750816962
371;1291.0;0.07361823361823362;0.3685218909901271
372;930.0;0.09002849002849003;0.3239997864348858
373;1316.0;0.07886039886039888;0.36031422541551084
374;954.0;0.06997150997150997;0.25149820022811303
375;2177.0;0.07794871794871795;0.35608726502643584
376;1125.0;0.07179487179487179;0.24739467483365235
377;1159.0;0.07054131054131053;0.37670488579170036
378;1437.0;0.09652421652421654;0.3035033087646244
379;727.0;0.08341880341880341;0.15938527279939624
380;1032.0;0.09333333333333334;0.13723441323982039
381;972.0;0.12888888888888886;0.2515987374758878
382;727.0;0.07168091168091169;0.3788651096240955
383;691.0;0.09378917378917379;0.3161448165523366
384;1348.0;0.07133903133903134;0.3740663723220236
385;1188.0;0.08467236467236468;0.3371112725432043
386;408.0;0.08729344729344729;0.34021836492839236
387;967.0;0.07760683760683762;0.35704771268585456
388;765.0;0.08398860398860399;0.2320400652582126
389;1204.0;0.07612535612535612;0.05087334940616999
390;1066.0;0.12615384615384617;0.25267766486961224
391;1013.0;0.10313390313390312;0.2918355876734989
392;650.0;0.06974358974358975;0.15963426120701363
393;590.0;0.0735042735042735;0.3742552761482197
394;834.0;0.07213675213675214;0.3743949178260309
395;647.0;0.07225071225071225;0.3731199615405583
396;569.0;0.10222222222222221;0.29985085025337765
397;1374.0;0.07715099715099717;0.3627764335286352
398;1126.0;0.07282051282051283;0.3730443675443518
399;732.0;0.1029059829059829;0.2950495502876741
400;959.0;0.08045584045584046;0.3477397903934978
401;1689.0;0.07601139601139603;0.3605346015582403
402;558.0;0.09698005698005698;0.3092872418728738
403;920.0;0.08102564102564101;0.07526502801811433
404;934.0;0.09048433048433048;0.15472194747613444
405;677.0;0.06826210826210827;0.3856190862817461
406;1364.0;0.09504273504273505;0.31642457287213466
407;760.0;0.07692307692307691;0.3575034383145488
408;1269.0;0.06735042735042734;0.38923777237633306
409;948.0;0.07076923076923076;0.3820447313404714
410;1052.0;0.08433048433048433;0.3378396567680525
411;1296.0;0.1002849002849003;0.3081602910104258
412;1352.0;0.08091168091168092;0.3484651940450164
413;1168.0;0.07373219373219374;0.3683150711436985
414;831.0;0.0694017094017094;0.3843205430418486
415;401.0;0.06746438746438746;0.38828207574599866
416;916.0;0.07156695156695157;0.37490320549492356
417;1196.0;0.08888888888888889;0.034295193485639225
418;1371.0;0.06962962962962964;0.38012569378458455
419;1091.0;0.06917378917378916;0.10642743576737139
420;740.0;0.07772079772079774;0.3576495105185159
421;991.0;0.08843304843304843;0.1484013188221475
422;1116.0;0.07179487179487179;0.3757787292929276
423;503.0;0.06905982905982906;0.387849695983274
424;736.0;0.07076923076923076;0.25023702389477015
425;806.0;0.06518518518518518;0.3956256287881452
426;1306.0;0.0807977207977208;0.3539059690799047
427;1405.0;0.08774928774928775;0.332198953878898
428;991.0;0.07316239316239316;0.37175739423320875
429;656.0;0.07145299145299144;0.37492352671019763
430;1559.0;0.08649572649572651;0.09633624356166798
431;984.0;0.09857549857549859;0.3024458714701461
432;558.0;0.0668945868945869;0.3931075392225522
433;1905.0;0.09652421652421654;0.09364583467676268
434;824.0;0.08262108262108263;0.35129657519338703
435;785.0;0.07133903133903134;0.3752266782118465
436;1125.0;0.07886039886039885;0.35790995523944175
437;388.0;0.08672364672364673;0.33481332971690336
438;1170.0;0.11635327635327634;0.2717659312573049
439;1486.0;0.06826210826210827;0.3860112510611554
440;1205.0;0.08501424501424502;0.3374894631218723
441;1837.0;0.07908831908831909;0.14447044131896974
442;870.0;0.0842165242165242;0.3372245606322985
443;998.0;0.06666666666666667;0.39094806418938405
444;1217.0;0.1158974358974359;0.14246897088844965
445;792.0;0.07213675213675214;0.3785149346545029
446;1699.0;0.07897435897435898;0.1537279698139135
447;1284.0;0.09230769230769231;0.32350459758838235
448;863.0;0.06575498575498576;0.3974350731484689
449;943.0;0.09720797720797722;0.31111058314253276
450;1273.0;0.08866096866096866;0.33031395051810003
451;499.0;0.08820512820512821;0.3294479232070352
452;1103.0;0.10837606837606836;0.283436210534231
453;1327.0;0.07601139601139602;0.09265752029168622
454;931.0;0.06803418803418804;0.3868817751219666
455;1289.0;0.0841025641025641;0.15922936532939108
456;1162.0;0.07658119658119658;0.36949276177180007
457;838.0;0.0815954415954416;0.15188259386880276
458;1332.0;0.07464387464387465;0.15676791839296023
459;690.0;0.06928774928774929;0.38782447664917613
460;1528.0;0.07361823361823362;0.3668779844963358
461;1059.0;0.0758974358974359;0.24113466918351922
462;1346.0;0.06609686609686609;0.16095421466843793
463;1212.0;0.07715099715099717;0.36683861541130797
464;982.0;0.08569800569800572;0.3397754905404216
465;401.0;0.10735042735042735;0.284158270527689
466;770.0;0.07532763532763534;0.3695190736210398
467;1018.0;0.07977207977207977;0.3527426568702761
468;1835.0;0.08524216524216524;0.15013140032600364
469;1387.0;0.08501424501424502;0.33761595950895434
470;1299.0;0.09242165242165241;0.32161493364928406
471;1030.0;0.09059829059829061;0.3268684667773741
472;865.0;0.10245014245014247;0.20908481821357297
473;1311.0;0.08296296296296297;0.34337517534934203
474;1116.0;0.0725925925925926;0.1468003247259421
475;874.0;0.06666666666666667;0.3902786013855913
476;1004.0;0.08729344729344729;0.3316968014276597
477;287.0;0.08638176638176638;0.33149537451941946
478;1304.0;0.07692307692307693;0.35552195893500527
479;1095.0;0.07817663817663817;0.35774000469338146
480;1096.0;0.09549857549857549;0.31153617476404766
481;1015.0;0.11282051282051285;0.28093967910491535
482;1350.0;0.08307692307692308;0.3441064691215696
483;1464.0;0.09504273504273505;0.3150157173523606
484;872.0;0.07190883190883192;0.3747282024968837
485;781.0;0.07236467236467237;0.15782710991955576
486;766.0;0.07225071225071227;0.3773414499843157
487;1046.0;0.07544159544159544;0.1647132358072104
488;924.0;0.08227920227920228;0.3440062238149604
489;1248.0;0.08398860398860399;0.11277711079965448
490;993.0;0.08125356125356127;0.34746059994344797
491;1549.0;0.07384615384615384;0.36687250229152474
492;724.0;0.07156695156695156;0.3783618152840622
493;936.0;0.08558404558404559;0.33699565364309625
494;713.0;0.08569800569800569;0.33792853294260544
495;986.0;0.10005698005698006;0.30695889007012994
496;1491.0;0.08740740740740742;0.09564123927024955
497;610.0;0.08752136752136751;0.3277688771896628
498;1028.0;0.06757834757834759;0.16968319835683274
499;1359.0;0.09173789173789174;0.0253160711504397
500;1326.0;0.08056980056980058;0.1530804008061644
501;1528.0;0.08022792022792023;0.054229944586953995
502;965.0;0.07646723646723647;0.3618220859288229
503;1170.0;0.06871794871794872;0.38451517875136854
504;774.0;0.06928774928774929;0.3813543163039687
505;287.0;0.06894586894586895;0.04922441888125419
506;611.0;0.09162393162393163;0.32248204481717085
507;930.0;0.06962962962962964;0.38382238652042727
508;1320.0;0.07293447293447292;0.3700378318359481
509;738.0;0.07247863247863248;0.37345567967121257
510;685.0;0.07874643874643875;0.0979169763675397
511;1316.0;0.11088319088319089;0.2853617237581939
512;1202.0;0.06826210826210827;0.3857594650130722
513;792.0;0.07361823361823362;0.37124718652464034
514;1036.0;0.07726495726495726;0.35952706676215695
515;985.0;0.08125356125356127;0.3476058962075579
516;1580.0;0.07874643874643875;0.3519280653580158
517;547.0;0.06985754985754986;0.3800302305154746
518;1093.0;0.07441595441595442;0.3667960308154899
519;1296.0;0.06643874643874643;0.39360419993264145
520;770.0;0.06518518518518518;0.16207625918579058
521;1395.0;0.06928774928774929;0.3947618139408162
522;1483.0;0.11418803418803417;0.27449561219997426
523;1654.0;0.08672364672364673;0.33427460395564157
524;1323.0;0.07156695156695157;0.07144399646814963
525;1295.0;0.11168091168091168;0.2789996135373825
526;945.0;0.08945868945868947;0.06569089007638625
527;590.0;0.07008547008547009;0.1588490153668937
528;1488.0;0.07339031339031339;0.36938101177617816
529;1534.0;0.10450142450142448;0.20836168952821843
530;950.0;0.06803418803418804;0.3858321432928963
531;1530.0;0.08034188034188035;0.34957109168831624
532;729.0;0.07612535612535612;0.09842443279350531
533;838.0;0.07361823361823362;0.36975868481626695
534;663.0;0.07578347578347577;0.3645200875778983
535;590.0;0.07452991452991452;0.36999952304436845
536;458.0;0.07772079772079772;0.3654428361849329
537;1316.0;0.1475783475783476;0.12335995260550676
538;829.0;0.07327635327635328;0.09914170514493525
539;1183.0;0.12056980056980057;0.2631662162975633
540;1189.0;0.07316239316239316;0.24524368234284674
541;1009.0;0.13777777777777778;0.24161258676575906
542;947.0;0.1037037037037037;0.29102821374654647
543;707.0;0.1296866096866097;0.24931239332200825
544;1404.0;0.089002849002849;0.012695539996756775
545;770.0;0.10427350427350426;0.2905422575881434
546;1120.0;0.08592592592592593;0.09623507741899406
547;850.0;0.08421652421652422;0.15128210274061
548;1054.0;0.10507122507122507;0.20515582149334383
549;1386.0;0.08011396011396012;0.03626842734719603
550;1224.0;0.07772079772079772;0.3568156072745264
551;688.0;0.09994301994301995;0.3030984973925578
552;1338.0;0.07054131054131055;0.3784403534940307
553;1444.0;0.09663817663817663;0.3157780230236093
554;1323.0;0.07578347578347577;0.3678318055089861
555;616.0;0.07304843304843305;0.37034491476889797
556;1056.0;0.08433048433048435;0.3380377837201554
557;1380.0;0.10245014245014245;0.0662621142742449
558;1358.0;0.08877492877492878;0.139279325382815
559;1186.0;0.08467236467236468;0.3476180232637605
560;761.0;0.09914529914529914;0.21249143506636248
561;791.0;0.06905982905982906;0.3850380199810633
562;1073.0;0.08341880341880341;0.09665413420566737
563;1071.0;0.08296296296296296;0.35048988193723324
564;1131.0;0.0701994301994302;0.1485316201699977
565;761.0;0.08866096866096866;0.3262934181847849
566;442.0;0.07703703703703704;0.3601556282445671
567;433.0;0.07532763532763534;0.3685217487852191
568;1206.0;0.07202279202279202;0.3744361070453896
